,temperature,humidity,dew_point,precipitation,pressure,evapotranspiration,wind_speed,soil_temperature,median_CO2,median_N2O,median_CH4,median_SF6
2004-10-16,27.941666666666666,81.0,24.366666666666664,0.0,1011.0583333333334,0.18416666666666667,28.325,29.0,374.67,319.39,1800.31,5.616
2004-10-17,27.945833333333336,76.41666666666667,23.391666666666666,0.0,1010.2083333333334,0.21,24.166666666666668,29.0,374.74,318.96,1806.36,5.604
2004-10-23,27.8875,63.166666666666664,20.183333333333334,0.0,1011.6583333333333,0.27166666666666667,32.80833333333333,29.0,375.07,319.19,1781.36,5.519
2004-10-24,28.066666666666666,65.95833333333333,21.150000000000002,0.0,1013.0791666666668,0.24458333333333335,29.97083333333333,28.933333333333334,375.13,319.04,1781.7,5.516
2004-10-30,27.15833333333333,76.16666666666667,22.52916666666667,0.05416666666666667,1010.9791666666666,0.19583333333333333,39.458333333333336,28.633333333333336,375.43,319.11,1775.5,5.521
2004-10-31,27.52916666666667,82.66666666666667,24.333333333333332,0.09583333333333334,1010.3916666666668,0.17208333333333334,37.19166666666667,28.600000000000005,375.48,319.19,1781.05,5.515
2004-11-06,26.429166666666664,87.66666666666667,24.204166666666666,0.625,1012.0083333333333,0.13749999999999998,29.354166666666668,28.837500000000002,375.64,319.13,1779.03,5.488
2004-11-07,27.34166666666667,79.83333333333333,23.504166666666666,0.1708333333333333,1012.5124999999999,0.18708333333333335,29.837500000000002,28.899999999999995,375.63,319.28,1772.74,5.596
2004-11-13,26.6875,83.95833333333333,23.7375,0.049999999999999996,1014.3291666666668,0.15958333333333333,38.108333333333334,28.666666666666668,376.85,319.64,1803.48,5.559
2004-11-14,26.95,77.79166666666667,22.7375,0.04583333333333334,1014.0625,0.19125,40.108333333333334,28.400000000000002,376.98,319.45,1803.27,5.676
2004-11-20,26.84166666666667,87.45833333333333,24.545833333333334,0.13333333333333333,1010.4375,0.13916666666666666,23.40833333333333,27.600000000000005,376.86,319.83,1809.93,5.577
2004-11-21,26.724999999999998,89.125,24.804166666666664,0.04583333333333334,1011.9666666666667,0.12458333333333334,19.175,27.733333333333334,376.9,319.38,1808.77,5.66
2004-11-27,27.40833333333333,73.375,22.241666666666664,0.012500000000000002,1014.9458333333333,0.22,38.5,28.233333333333334,376.89,319.5,1794.97,5.578
2004-11-28,27.454166666666666,73.29166666666667,22.233333333333334,0.0,1014.3208333333333,0.1991666666666667,30.337500000000002,28.133333333333336,376.99,319.38,1802.48,5.625
2004-12-04,25.27916666666667,65.95833333333333,18.454166666666666,0.0,1016.7291666666666,0.23666666666666666,44.975,27.899999999999995,377.64,318.93,1805.28,5.648
2004-12-05,25.6875,58.166666666666664,16.866666666666667,0.0,1015.6291666666666,0.26125000000000004,38.27916666666667,27.833333333333332,377.72,319.23,1807.82,5.581
2004-12-11,26.729166666666668,79.91666666666667,22.958333333333332,0.0375,1015.6125000000001,0.165,31.049999999999997,27.433333333333334,377.47,319.47,1803.55,5.575
2004-12-12,26.28333333333333,84.70833333333333,23.508333333333336,0.0625,1016.2416666666667,0.14666666666666667,32.19166666666667,27.266666666666666,377.4,319.35,1795.83,5.574
2004-12-18,25.941666666666666,83.125,22.837500000000002,0.2791666666666667,1011.9458333333333,0.13333333333333333,31.25,27.100000000000005,377.91,319.54,1792.4,5.641
2004-12-19,25.375,85.66666666666667,22.804166666666664,1.8125,1012.7208333333333,0.09458333333333334,45.387499999999996,27.100000000000005,377.95,319.5,1802.88,5.557
2004-12-25,25.641666666666666,79.0,21.733333333333334,0.45416666666666666,1012.4708333333333,0.16,23.15416666666667,27.066666666666666,377.93,319.59,1785.82,5.563
2004-12-26,26.120833333333334,69.875,20.166666666666668,0.0,1011.2291666666666,0.18000000000000002,20.379166666666666,27.100000000000005,377.99,319.21,1789.83,5.594
2005-01-01,25.712500000000002,65.20833333333333,18.675,0.0,1015.0333333333333,0.20875,32.425,27.233333333333334,378.33,319.61,1778.92,5.595
2005-01-08,25.329166666666666,76.29166666666667,20.837500000000002,0.0,1010.4208333333332,0.16541666666666668,18.033333333333335,26.8,378.56,319.3666666666667,1794.93,5.6113333333333335
2005-01-09,25.754166666666666,77.29166666666667,21.416666666666668,0.025000000000000005,1011.1583333333333,0.1575,21.283333333333335,26.8,378.61,319.5,1773.68,5.604
2005-01-15,24.287499999999998,67.25,17.791666666666668,0.0,1013.5958333333333,0.19041666666666668,26.325,26.600000000000005,378.54,319.17,1794.19,5.594
2005-01-16,25.379166666666666,65.625,18.4375,0.0,1011.5041666666666,0.18708333333333335,27.295833333333334,26.600000000000005,378.52,319.44,1780.64,5.585
2005-01-29,25.520833333333332,61.75,17.616666666666667,0.0,1013.2333333333332,0.19166666666666665,15.479166666666666,26.600000000000005,379.5,319.47,1782.74,5.555
2005-01-30,25.483333333333334,72.5,20.125,0.0375,1011.4041666666667,0.17666666666666667,14.583333333333334,26.600000000000005,379.59,319.53,1794.84,5.626
2005-02-05,22.429166666666664,58.375,13.883333333333333,0.0,1014.3208333333333,0.19041666666666668,26.866666666666664,26.30416666666667,379.38,319.51,1793.54,5.6
2005-02-06,22.995833333333334,52.416666666666664,12.737499999999999,0.0,1015.6458333333334,0.21375,16.116666666666667,26.3,379.4,319.51,1784.65,5.607
2005-02-12,23.629166666666666,65.83333333333333,16.854166666666668,0.0,1019.2166666666667,0.19499999999999998,27.920833333333334,26.100000000000005,380.29,319.5,1784.91,5.626
2005-02-13,23.491666666666664,65.66666666666667,16.695833333333333,0.0,1018.8249999999999,0.20041666666666666,30.320833333333336,26.03333333333333,380.1,319.06,1803.93,5.757
2005-02-19,24.537499999999998,69.33333333333333,18.537499999999998,0.0,1017.1833333333334,0.21041666666666667,29.287499999999998,25.899999999999995,379.83,319.54,1783.76,5.673
2005-02-20,24.974999999999998,69.58333333333333,19.041666666666668,0.0,1017.4125,0.21666666666666667,27.954166666666666,25.899999999999995,380.05,319.55,1807.93,5.681
2005-02-26,25.0625,74.83333333333333,20.291666666666668,0.0,1015.4166666666666,0.19708333333333336,13.929166666666667,26.2,381.37,319.54,1789.97,5.593
2005-02-27,25.195833333333336,78.25,21.116666666666667,0.0,1015.1916666666666,0.16708333333333333,17.104166666666668,26.266666666666666,381.54,319.6,1817.83,5.702
2005-03-05,25.375,68.75,19.212500000000002,0.0,1019.7333333333332,0.24750000000000003,26.5625,26.2,380.16,319.52,1800.4,5.709
2005-03-06,25.50833333333333,66.375,18.754166666666666,0.0,1018.4666666666667,0.22333333333333336,21.254166666666666,26.2,380.24,319.83,1793.31,5.647
2005-03-12,25.150000000000002,73.95833333333333,20.183333333333334,0.020833333333333332,1015.7666666666668,0.21291666666666667,31.008333333333336,26.100000000000005,381.53,319.32,1802.9,5.71
2005-03-13,25.1375,80.66666666666667,21.554166666666664,0.041666666666666664,1014.5708333333333,0.18375,28.329166666666666,26.100000000000005,381.46,319.21,1804.11,5.747
2005-03-19,25.55,63.375,18.1,0.0,1015.6583333333333,0.24583333333333335,20.341666666666665,26.399999999999995,380.6,319.43,1791.62,5.663
2005-03-20,25.40833333333333,65.375,18.462500000000002,0.0,1014.9250000000001,0.2225,17.879166666666666,26.399999999999995,380.4,319.6,1799.86,5.678
2005-03-26,25.412499999999998,79.33333333333333,21.558333333333334,0.020833333333333332,1017.8333333333334,0.19958333333333333,19.920833333333334,26.46666666666667,381.5,319.55,1759.57,5.584
2005-03-27,25.349999999999998,70.66666666666667,19.583333333333332,0.0,1017.9166666666666,0.22624999999999998,20.879166666666666,26.5,381.95,319.81,1800.71,5.643
2005-04-02,26.020833333333332,79.41666666666667,22.166666666666668,0.025000000000000005,1015.3041666666667,0.21833333333333335,23.662499999999998,27.0,382.45,319.33,1798.4,5.664
2005-04-03,26.27916666666667,74.45833333333333,21.375,0.029166666666666664,1015.2708333333334,0.24333333333333332,30.3875,27.066666666666666,382.49,319.42,1806.33,5.707
2005-04-09,25.204166666666666,81.20833333333333,21.71666666666667,0.041666666666666664,1015.1916666666666,0.20125,21.916666666666668,27.03333333333333,382.32,319.63,1797.79,5.654
2005-04-10,25.120833333333334,83.16666666666667,22.041666666666668,0.04583333333333334,1014.5708333333333,0.19625,20.479166666666668,27.0,382.28,319.49,1797.7,5.694
2005-04-16,26.125,65.45833333333333,19.154166666666665,0.0,1014.9458333333333,0.2704166666666667,33.733333333333334,26.96666666666667,382.3,319.67,1788.13,5.709
2005-04-17,26.02916666666667,72.625,20.704166666666666,0.0,1016.0333333333333,0.25625000000000003,32.387499999999996,27.0,382.35,319.59,1786.32,5.629
2005-04-23,25.025000000000002,68.16666666666667,18.758333333333333,0.0,1017.7375000000001,0.25125000000000003,27.34583333333333,26.5,382.67,319.75,1794.95,5.618
2005-04-24,25.099999999999998,64.70833333333333,17.958333333333332,0.0,1016.875,0.22333333333333336,19.224999999999998,26.566666666666666,382.76,319.75,1797.97,5.672
2005-04-30,26.558333333333334,67.66666666666667,20.066666666666666,0.0,1012.8083333333334,0.21875,3.5041666666666664,27.666666666666668,382.37,319.44,1796.33,5.691
2005-05-01,26.358333333333334,70.45833333333333,20.54583333333333,0.0,1013.8958333333334,0.23583333333333334,8.75,27.7,382.13,319.63,1808.51,5.755
2005-05-07,26.90416666666667,72.75,21.608333333333334,0.0,1014.0958333333333,0.23208333333333334,7.179166666666667,28.2,382.02,319.68,1770.96,5.676
2005-05-08,27.116666666666664,75.29166666666667,22.349999999999998,0.0,1013.7833333333333,0.22541666666666668,17.525000000000002,28.2,382.15,319.86,1768.01,5.684
2005-05-14,26.933333333333334,77.16666666666667,22.570833333333336,0.0,1012.9499999999999,0.22791666666666666,14.966666666666667,27.899999999999995,382.76,319.17,1810.32,5.769
2005-05-15,26.495833333333334,79.75,22.6875,0.03333333333333333,1012.8916666666668,0.22041666666666668,15.220833333333333,27.899999999999995,382.82,319.39,1800.01,5.827
2005-05-21,26.945833333333336,81.58333333333333,23.495833333333334,0.0,1014.7624999999999,0.21791666666666668,14.008333333333333,28.100000000000005,383.21,319.64,1783.98,5.641
2005-05-22,27.066666666666666,80.375,23.3875,0.10416666666666667,1015.0041666666666,0.20625000000000002,18.045833333333334,28.100000000000005,383.2,319.52,1788.26,5.848
2005-05-28,27.120833333333334,81.54166666666667,23.695833333333336,0.13333333333333333,1013.6791666666667,0.20458333333333334,28.9875,28.133333333333336,383.01,319.78,1781.78,5.687
2005-05-29,27.008333333333336,82.25,23.72083333333333,0.07083333333333333,1014.6,0.20541666666666666,28.883333333333336,28.03333333333333,382.98,319.69,1804.63,5.632
2005-06-04,26.962500000000002,76.95833333333333,22.55,0.0,1013.3000000000001,0.2325,18.254166666666666,28.0,382.81,319.67,1775.31,5.677
2005-06-05,26.71666666666667,81.70833333333333,23.3125,0.012500000000000002,1012.7333333333332,0.20875,18.995833333333334,28.0,382.82,319.85,1789.51,5.697
2005-06-11,27.1375,80.70833333333333,23.516666666666666,0.04583333333333334,1012.8166666666666,0.20833333333333334,16.804166666666667,28.566666666666666,382.6,319.34,1784.33,5.728
2005-06-12,27.6375,80.95833333333333,24.045833333333334,0.004166666666666667,1012.6666666666666,0.22124999999999997,21.270833333333332,28.666666666666668,382.6,319.75,1777.8,5.695
2005-06-18,27.083333333333332,84.83333333333333,24.270833333333332,0.08333333333333333,1013.7958333333332,0.18583333333333332,18.216666666666665,28.633333333333336,382.26,319.67,1787.73,5.771
2005-06-19,27.679166666666664,78.0,23.474999999999998,0.0,1014.5541666666667,0.24750000000000003,22.787499999999998,28.600000000000005,382.13,319.79,1781.33,5.779
2005-06-25,27.666666666666668,81.875,24.27916666666667,0.020833333333333332,1015.1458333333334,0.21375,22.47083333333333,28.96666666666667,381.58,319.76,1762.8,5.682
2005-06-26,27.645833333333332,76.25,23.054166666666664,0.0,1015.1458333333334,0.2525,24.891666666666666,29.0,381.56,319.67,1761.67,5.698
2005-07-02,28.020833333333332,79.91666666666667,24.254166666666666,0.0375,1014.0375,0.22083333333333333,17.045833333333334,29.399999999999995,381.35,319.85,1780.53,5.72
2005-07-03,27.4375,81.91666666666667,24.016666666666666,0.13749999999999998,1013.3958333333334,0.20791666666666667,21.808333333333334,29.399999999999995,381.28,319.62,1784.56,5.842
2005-07-09,26.837500000000002,82.08333333333333,23.504166666666666,0.4458333333333333,1013.9833333333332,0.17125,17.520833333333332,29.399999999999995,381.07,320.0,1767.91,5.72
2005-07-10,27.883333333333336,76.58333333333333,23.40833333333333,0.004166666666666667,1013.1374999999999,0.2225,11.254166666666668,29.399999999999995,381.05,319.96,1780.13,5.886
2005-07-16,26.825,85.79166666666667,24.258333333333336,0.2125,1012.9458333333333,0.18291666666666664,22.083333333333332,29.399999999999995,381.03,319.69,1773.89,5.656
2005-07-17,27.65833333333333,77.91666666666667,23.429166666666664,0.04583333333333334,1011.5749999999999,0.23916666666666667,23.1375,29.399999999999995,380.95,319.54,1764.5,5.682
2005-07-23,27.5625,81.58333333333333,24.075,0.3125,1012.0583333333334,0.145,19.9375,29.433333333333334,380.36,319.77,1760.1,5.707
2005-07-24,28.208333333333332,82.41666666666667,24.916666666666668,0.18333333333333335,1012.7666666666668,0.18625,24.495833333333334,29.333333333333332,380.34,319.87,1758.51,5.672
2005-07-30,27.891666666666666,79.625,24.008333333333336,0.012500000000000002,1011.0500000000001,0.21375,10.575000000000001,29.333333333333332,380.02,320.11,1767.03,5.736
2005-07-31,27.125,82.16666666666667,23.829166666666666,0.15,1012.3291666666668,0.18333333333333335,10.533333333333333,29.46666666666667,380.03,319.7,1768.98,5.673
2005-08-06,27.441666666666666,82.91666666666667,24.245833333333334,0.30833333333333335,1012.2875,0.15166666666666667,15.183333333333332,29.5,379.22,319.91,1765.77,5.668
2005-08-07,27.170833333333334,82.33333333333333,23.895833333333332,0.25833333333333336,1012.9208333333332,0.1825,15.616666666666667,29.5,379.1,320.14,1768.54,5.687
2005-08-13,26.849999999999998,83.91666666666667,23.891666666666666,0.2833333333333334,1014.0083333333333,0.17666666666666667,17.9375,29.600000000000005,379.18,319.74,1770.11,5.749
2005-08-14,27.2,80.875,23.633333333333336,0.12916666666666668,1012.9166666666666,0.1825,15.679166666666667,29.600000000000005,379.02,319.62,1771.07,5.784
2005-08-20,27.78333333333333,79.58333333333333,23.8875,0.09166666666666667,1010.9291666666667,0.21375,13.5875,29.899999999999995,378.38,320.13,1761.39,5.781
2005-08-21,27.808333333333334,81.5,24.308333333333334,0.029166666666666664,1012.5708333333333,0.1970833333333333,19.375,29.833333333333332,378.18,320.16,1760.32,5.678
2005-08-27,26.870833333333334,83.29166666666667,23.795833333333334,0.19166666666666665,1008.2791666666667,0.17708333333333334,9.254166666666666,29.100000000000005,378.01,319.79,1796.67,5.741
2005-08-28,27.45,82.79166666666667,24.254166666666666,0.11666666666666665,1006.4416666666666,0.1779166666666667,13.3375,29.100000000000005,378.14,319.94,1768.49,5.787
2005-09-03,28.229166666666668,79.125,24.245833333333334,0.016666666666666666,1011.5333333333333,0.21375,24.183333333333334,29.399999999999995,377.55,319.58,1779.76,5.666
2005-09-04,27.229166666666668,83.45833333333333,24.1375,0.43333333333333335,1012.2708333333334,0.14833333333333334,20.454166666666666,29.399999999999995,377.55,319.65,1768.58,5.697
2005-09-10,28.2,81.29166666666667,24.679166666666664,0.0625,1012.3000000000001,0.2141666666666667,23.5125,29.46666666666667,376.33,320.08,1790.16,5.737
2005-09-11,28.825,78.625,24.704166666666666,0.012500000000000002,1012.9,0.235,26.7625,29.5,376.41,319.83,1782.75,5.764
2005-09-17,27.554166666666664,82.875,24.358333333333334,0.19999999999999998,1013.3249999999999,0.19291666666666665,26.616666666666664,29.5,376.59,320.08,1771.53,5.696
2005-09-18,26.7625,83.91666666666667,23.78333333333333,0.3666666666666667,1012.4375,0.1758333333333333,24.0625,29.5,376.53,320.64,1764.18,5.754
2005-09-24,26.320833333333336,86.25,23.829166666666666,0.5791666666666666,1009.8000000000001,0.14333333333333334,20.166666666666668,29.0,376.67,319.97,1769.51,5.731
2005-09-25,26.516666666666666,86.45833333333333,24.066666666666666,0.9500000000000001,1010.1791666666667,0.105,24.366666666666664,28.9375,376.64,319.76,1791.13,5.741
2005-10-01,27.45,84.125,24.537499999999998,0.22083333333333333,1013.0916666666667,0.16958333333333334,18.974999999999998,29.166666666666668,376.78,319.49,1796.12,5.753
2005-10-02,28.15833333333333,79.41666666666667,24.245833333333334,0.004166666666666667,1012.7458333333334,0.20083333333333334,21.208333333333332,29.2,376.83,319.61,1778.2,5.762
2005-10-08,27.358333333333334,83.58333333333333,24.3125,0.04583333333333334,1011.9499999999999,0.18625,24.287499999999998,29.03333333333333,377.06,320.23,1805.11,5.74
2005-10-09,26.84583333333333,85.0,24.129166666666666,0.2916666666666667,1010.4291666666667,0.17,21.65833333333333,29.0,377.1,319.72,1806.94,5.795
2005-10-29,27.395833333333332,81.25,23.883333333333336,0.05416666666666667,1011.9499999999999,0.17666666666666667,24.445833333333336,28.899999999999995,377.86,319.74,1785.64,5.755
2005-10-30,27.55,81.83333333333333,24.15416666666667,0.008333333333333333,1012.9916666666667,0.1729166666666667,28.941666666666666,28.899999999999995,378.0,319.83,1787.49,5.782
2005-11-05,26.754166666666666,76.33333333333333,22.22083333333333,0.008333333333333333,1009.4916666666667,0.16416666666666666,5.625,28.8,378.22,320.0,1811.14,5.792
2005-11-06,26.65416666666667,77.20833333333333,22.325,0.0,1010.9416666666666,0.16874999999999998,10.670833333333334,28.866666666666664,378.14,319.93,1809.36,5.811
2005-11-12,27.96666666666667,81.375,24.491666666666664,0.016666666666666666,1013.0083333333333,0.18000000000000002,25.729166666666668,28.933333333333334,378.73,319.97,1805.0,5.802
2005-11-13,27.808333333333334,82.29166666666667,24.4875,0.020833333333333332,1013.5041666666666,0.16958333333333334,22.025000000000002,28.899999999999995,379.05,319.83,1804.36,5.846
2005-11-19,27.429166666666664,77.33333333333333,23.120833333333334,0.0,1013.0208333333334,0.14875,5.7,28.899999999999995,378.84,320.15,1805.4,5.804
2005-11-20,27.175,83.79166666666667,24.208333333333332,0.07083333333333335,1013.3291666666668,0.14625000000000002,20.245833333333334,28.899999999999995,378.68,319.79,1803.74,5.791
2005-11-26,27.566666666666666,76.70833333333333,23.104166666666668,0.0,1013.9166666666666,0.18333333333333335,23.4875,28.866666666666664,378.99,320.05,1792.78,5.724
2005-11-27,27.495833333333334,72.58333333333333,22.09583333333333,0.0,1014.7416666666667,0.205,29.816666666666666,28.899999999999995,379.22,319.85,1801.76,5.74
2005-12-03,27.108333333333334,74.16666666666667,22.099999999999998,0.0,1012.0166666666668,0.15,8.929166666666667,28.53333333333333,380.1,319.938,1814.45,5.759
2005-12-04,26.745833333333334,76.16666666666667,22.183333333333334,0.0,1012.0416666666666,0.15,10.204166666666667,28.433333333333334,380.12,319.86199999999997,1809.17,5.783
2005-12-10,26.724999999999998,73.70833333333333,21.579166666666666,0.05833333333333333,1014.2666666666668,0.19125,32.775,28.433333333333334,380.36,320.05,1810.9,5.817
2005-12-11,27.004166666666666,71.83333333333333,21.454166666666666,0.025000000000000005,1013.3208333333333,0.20333333333333334,34.0375,28.333333333333332,380.37,320.07,1808.02,5.783
2005-12-17,27.708333333333332,67.04166666666667,21.0,0.0,1014.3083333333334,0.20875,26.025000000000002,28.333333333333332,380.28,320.05,1796.24,5.851
2005-12-18,26.941666666666666,82.79166666666667,23.7625,0.0625,1011.5833333333334,0.14708333333333332,27.795833333333334,28.399999999999995,380.44,320.19,1797.12,5.767
2005-12-24,26.099999999999998,86.5,23.65416666666667,0.29583333333333334,1013.5124999999999,0.09833333333333333,13.795833333333334,27.733333333333334,380.72,319.98,1813.15,5.886
2005-12-25,25.587500000000002,86.95833333333333,23.241666666666664,0.45416666666666666,1013.5583333333334,0.09250000000000001,14.470833333333333,27.7,380.69,320.21,1791.24,5.822
2005-12-31,25.945833333333336,69.41666666666667,19.900000000000002,0.025000000000000005,1015.5666666666666,0.1779166666666667,25.0125,28.100000000000005,381.48,320.29,1798.21,5.906
2006-01-01,26.420833333333334,75.91666666666667,21.808333333333334,0.05000000000000001,1014.7624999999999,0.16375,18.375,28.03333333333333,381.46,320.3,1802.35,5.893
2006-01-07,26.895833333333332,77.375,22.587500000000002,0.004166666666666667,1011.4791666666666,0.15416666666666667,14.583333333333334,27.8,381.33,320.03,1801.06,5.856
2006-01-08,26.28333333333333,80.29166666666667,22.566666666666666,0.02916666666666667,1012.2291666666666,0.13875,12.637500000000001,27.8,381.4,319.96,1798.94,5.793
2006-01-14,24.670833333333334,69.20833333333333,18.575,0.0,1017.0041666666666,0.2304166666666667,47.28333333333333,27.600000000000005,381.79,320.01,1810.94,5.932
2006-01-15,26.1125,68.70833333333333,19.895833333333332,0.0,1015.8625000000001,0.20666666666666667,34.50833333333333,27.600000000000005,381.75,320.35,1805.72,5.863
2006-01-21,25.741666666666664,72.5,20.412499999999998,0.0,1012.2208333333333,0.16208333333333333,29.97083333333333,27.133333333333336,381.74,319.92,1808.71,5.935
2006-01-22,26.34583333333333,76.58333333333333,21.8875,0.012500000000000002,1011.3208333333333,0.16416666666666666,21.291666666666668,27.03333333333333,381.82,319.99,1798.64,5.857
2006-01-28,23.650000000000002,62.708333333333336,16.083333333333332,0.0,1011.025,0.17458333333333334,14.854166666666666,27.2,381.73,320.34,1802.87,5.904
2006-01-29,23.912499999999998,63.875,16.6125,0.020833333333333332,1014.475,0.21416666666666664,33.69166666666667,27.133333333333336,381.82,320.24,1797.13,5.877
2006-02-04,25.21666666666667,80.79166666666667,21.704166666666666,0.02916666666666667,1014.375,0.16458333333333333,21.599999999999998,26.133333333333336,382.5,320.18,1806.74,5.829
2006-02-05,25.412499999999998,80.70833333333333,21.820833333333336,0.004166666666666667,1013.975,0.16625,11.679166666666667,26.15833333333333,382.49,319.93,1811.33,5.961
2006-02-11,25.008333333333336,83.33333333333333,22.016666666666666,0.012500000000000002,1015.6791666666667,0.15,25.608333333333334,26.46666666666667,382.91,320.24,1797.17,5.91
2006-02-12,25.52916666666667,79.75,21.754166666666666,0.004166666666666667,1014.9166666666666,0.16874999999999998,19.016666666666666,26.5,382.8,320.07,1814.22,5.974
2006-02-18,25.224999999999998,76.25,20.75,0.0625,1015.6999999999999,0.20166666666666666,37.295833333333334,26.600000000000005,382.08,320.17,1777.66,5.827
2006-02-19,25.775000000000002,77.04166666666667,21.416666666666668,0.016666666666666666,1016.225,0.19083333333333333,36.454166666666666,26.600000000000005,382.13,320.15,1772.21,5.863
2006-02-25,24.791666666666668,71.41666666666667,19.241666666666667,0.0,1014.25,0.22583333333333333,31.766666666666666,26.333333333333332,382.25,320.34,1785.84,5.853
2006-02-26,24.59583333333333,65.33333333333333,17.662499999999998,0.0,1014.8666666666667,0.25416666666666665,36.829166666666666,26.3,382.33,320.16,1781.61,5.903
2006-03-04,24.641666666666666,74.375,19.766666666666666,0.02916666666666667,1014.5916666666667,0.19458333333333333,24.537499999999998,26.166666666666668,383.02,319.64,1791.35,5.845
2006-03-05,24.558333333333334,66.54166666666667,17.920833333333334,0.0,1015.3249999999999,0.22958333333333333,20.329166666666666,26.2,383.08,320.23,1801.97,5.94
2006-03-11,25.183333333333334,72.16666666666667,19.8125,0.0,1013.8249999999999,0.21041666666666667,22.0625,26.333333333333332,383.05,320.05,1795.01,5.927
2006-03-12,25.224999999999998,74.25,20.316666666666666,0.0,1014.3333333333334,0.20375,16.058333333333334,26.233333333333334,383.06,320.02,1786.29,5.858
2006-03-18,25.608333333333334,64.625,18.416666666666668,0.0,1011.8916666666668,0.22624999999999998,11.387500000000001,26.266666666666666,383.2,320.27,1798.87,5.914
2006-03-19,25.366666666666664,75.0,20.599999999999998,0.012500000000000002,1011.8708333333334,0.17916666666666667,10.1875,26.366666666666664,383.09,319.8,1797.77,5.946
2006-03-25,25.525000000000002,80.04166666666667,21.8125,0.0,1014.9125,0.20625000000000002,18.616666666666667,26.46666666666667,382.64,320.29,1772.43,5.859
2006-03-26,25.337500000000002,76.79166666666667,20.95,0.0,1015.4166666666666,0.22375,22.666666666666668,26.5,382.62,320.1,1770.39,5.856
2006-04-01,24.96666666666667,80.58333333333333,21.379166666666666,0.05000000000000001,1013.4791666666666,0.16666666666666666,18.650000000000002,26.8,383.99,320.18,1774.68,5.85
2006-04-02,24.1375,70.33333333333333,18.370833333333334,0.0,1014.1166666666667,0.24125,31.633333333333336,26.8,384.37,320.35,1774.65,5.896
2006-04-08,26.395833333333332,78.625,22.3625,0.008333333333333333,1013.6125000000001,0.20666666666666667,16.716666666666665,27.399999999999995,385.07,320.23,1825.7,5.992
2006-04-09,26.120833333333334,81.04166666666667,22.604166666666668,0.008333333333333333,1014.9208333333332,0.18916666666666668,6.9624999999999995,27.266666666666666,384.96,320.32,1828.78,5.979
2006-04-15,25.291666666666668,75.375,20.6125,0.008333333333333333,1011.4166666666666,0.21416666666666664,24.645833333333332,26.566666666666666,385.06,320.05,1800.4,5.98
2006-04-16,24.675,88.125,22.55,0.14583333333333334,1011.0791666666668,0.16541666666666668,21.625,26.666666666666668,385.05,320.45,1805.26,5.964
2006-04-22,25.77916666666667,86.125,23.2375,0.05416666666666667,1013.3083333333334,0.16624999999999998,21.108333333333334,27.166666666666668,384.94,319.92,1799.59,5.98
2006-04-23,26.3625,81.70833333333333,22.97083333333333,0.004166666666666667,1014.0458333333332,0.21208333333333332,19.466666666666665,27.266666666666666,384.94,320.18,1803.19,6.013
2006-04-29,26.962500000000002,75.66666666666667,22.27916666666667,0.0,1014.7791666666667,0.24083333333333334,23.95,27.866666666666664,385.05,320.69,1801.03,5.943
2006-04-30,27.191666666666666,74.79166666666667,22.316666666666666,0.0,1015.1458333333334,0.23666666666666666,21.520833333333332,27.96666666666667,385.07,320.79,1790.62,6.011
2006-05-06,26.72083333333333,77.0,22.333333333333332,0.004166666666666667,1014.4041666666667,0.22958333333333333,24.479166666666668,27.899999999999995,385.18,320.2,1799.58,5.933
2006-05-07,27.108333333333334,79.54166666666667,23.241666666666664,0.012500000000000002,1014.5583333333334,0.22583333333333333,27.020833333333332,27.899999999999995,385.21,320.59,1802.21,5.91
2006-05-13,25.28333333333333,86.08333333333333,22.8,0.5583333333333333,1013.9958333333334,0.165,32.983333333333334,27.53333333333333,385.44,320.37,1794.99,5.988
2006-05-14,26.045833333333334,73.125,20.775000000000002,0.09999999999999999,1014.0583333333334,0.24541666666666664,33.74583333333333,27.366666666666664,385.51,320.54,1798.7,5.985
2006-05-20,25.3125,76.29166666666667,20.804166666666667,0.008333333333333333,1014.5708333333333,0.19999999999999998,21.55,26.899999999999995,385.45,320.17,1794.93,5.92
2006-05-21,25.141666666666666,75.5,20.483333333333334,0.029166666666666664,1014.4541666666668,0.21958333333333332,22.933333333333334,26.899999999999995,385.14,319.87,1798.63,5.957
2006-05-27,26.05,83.875,23.129166666666666,0.041666666666666664,1013.1666666666666,0.19375,14.191666666666668,27.46666666666667,384.62,320.55,1765.5,5.871
2006-05-28,25.583333333333332,82.70833333333333,22.40833333333333,0.016666666666666666,1011.2166666666667,0.20666666666666667,13.6875,27.5,384.85,320.14,1767.16,5.902
2006-06-03,26.508333333333336,75.95833333333333,21.929166666666664,0.0,1014.0625,0.20833333333333334,20.05,27.333333333333332,384.36,320.5,1786.75,5.97
2006-06-04,26.645833333333332,82.08333333333333,23.308333333333334,0.025000000000000005,1015.1541666666667,0.19125,22.166666666666668,27.46666666666667,384.37,320.35,1792.12,5.981
2006-06-10,27.329166666666666,82.625,24.1125,0.0,1016.0541666666667,0.215,28.929166666666664,28.0,384.63,320.73,1788.77,5.924
2006-06-11,27.133333333333336,78.95833333333333,23.170833333333334,0.0,1016.1208333333334,0.21791666666666668,32.15416666666667,28.0,384.46,320.41,1781.4,5.988
